Date,Daily Target Price (CIQ)
Dec-13-2024,11.29
Dec-16-2024,11.29
Dec-17-2024,11.29
Dec-18-2024,11.29
Dec-19-2024,11.29
Dec-20-2024,11.38
Dec-23-2024,11.38
Dec-24-2024,11.38
Dec-27-2024,11.38
Dec-30-2024,11.38
Dec-31-2024,11.38
Jan-02-2025,11.38
Jan-03-2025,11.38
Jan-06-2025,11.38
Jan-07-2025,11.38
Jan-08-2025,11.38
Jan-09-2025,11.38
Jan-10-2025,11.38
Jan-13-2025,11.38
Jan-14-2025,11.38
Jan-15-2025,11.38
Jan-16-2025,11.38
Jan-17-2025,11.38
Jan-20-2025,11.53
Jan-21-2025,11.53
Jan-22-2025,11.53
Jan-23-2025,11.53
Jan-24-2025,11.53
Jan-28-2025,11.6
Jan-29-2025,11.6
Jan-30-2025,11.6
Jan-31-2025,11.6
Feb-03-2025,11.6
Feb-04-2025,11.6
Feb-05-2025,11.6
Feb-06-2025,11.6
Feb-07-2025,11.6
Feb-10-2025,11.6
Feb-11-2025,11.6
Feb-12-2025,11.6
Feb-13-2025,11.6
Feb-14-2025,11.6
Feb-17-2025,10.95
Feb-18-2025,10.95
Feb-19-2025,10.94
Feb-20-2025,10.94
Feb-21-2025,10.94
Feb-24-2025,10.94
Feb-25-2025,10.94
Feb-26-2025,10.94
Feb-27-2025,10.94
Feb-28-2025,10.94
Mar-03-2025,10.94
Mar-04-2025,10.94
Mar-05-2025,10.94
Mar-06-2025,10.94
Mar-07-2025,10.94
Mar-10-2025,10.94
Mar-11-2025,10.94
Mar-12-2025,10.94
Mar-13-2025,10.94
Mar-14-2025,10.94
Mar-17-2025,10.94
Mar-18-2025,10.94
Mar-19-2025,10.94
Mar-20-2025,10.94
Mar-21-2025,10.94
Mar-24-2025,10.94
Mar-25-2025,10.94
Mar-26-2025,10.94
Mar-27-2025,10.94
Mar-28-2025,10.94
Mar-31-2025,10.94
Apr-01-2025,10.94
Apr-02-2025,10.94
Apr-03-2025,10.94
Apr-04-2025,10.94
Apr-07-2025,10.94
Apr-08-2025,10.94
Apr-09-2025,10.94
Apr-10-2025,10.94
Apr-11-2025,10.94
Apr-14-2025,10.94
Apr-15-2025,10.94
Apr-16-2025,10.94
Apr-17-2025,10.94
Apr-22-2025,10.94
Apr-23-2025,10.94
Apr-24-2025,10.94
